temps (ms);temps;ACTU;MILIEU;MILIEU;LASER;LASERR
156.7;157;33.26;30.17;30.32;29.22;29.12
156.85;157.15;33.26;30.17;30.32;29.12;29.02
157;157.3;33.26;30.26;30.41;29.03;28.93
157.15;157.45;33.26;30.26;30.41;29.12;29.02
157.3;157.6;33.26;30.17;30.32;29.12;29.02
157.45;157.75;33.26;30.26;30.41;29.12;29.02
157.6;157.9;33.26;30.26;30.41;29.12;29.02
157.75;158.05;33.35;30.26;30.41;29.12;29.02
157.9;158.2;33.26;30.17;30.32;29.12;29.02
158.05;158.35;33.26;30.26;30.41;29.12;29.02
158.2;158.5;33.26;30.26;30.41;29.12;29.02
158.35;158.65;33.35;30.26;30.41;29.12;29.02
158.5;158.8;33.35;30.26;30.41;29.22;29.12
158.65;158.95;33.35;30.26;30.41;29.12;29.02
158.8;159.1;33.26;30.26;30.41;29.12;29.02
158.95;159.25;33.26;30.26;30.41;29.12;29.02
159.1;159.4;33.35;30.26;30.41;29.22;29.12
159.25;159.55;33.35;30.26;30.41;29.12;29.02
159.4;159.7;33.26;30.26;30.41;29.22;29.12
159.55;159.85;33.35;30.26;30.41;29.22;29.12
159.7;160;33.26;30.26;30.41;29.22;29.12
159.85;160.15;33.35;30.26;30.41;29.22;29.12
160;160.3;33.35;30.26;30.41;29.22;29.12
160.15;160.45;33.26;30.26;30.41;29.22;29.12
160.3;160.6;33.35;30.26;30.41;29.22;29.12
160.45;160.75;33.26;30.26;30.41;29.22;29.12
160.6;160.9;33.26;30.36;30.51;29.22;29.12
160.75;161.05;33.26;30.36;30.51;29.22;29.12
160.9;161.2;33.35;30.36;30.51;29.22;29.12
161.05;161.35;33.35;30.26;30.41;29.22;29.12
161.2;161.5;33.35;30.36;30.51;29.31;29.21
161.35;161.65;33.26;30.36;30.51;29.31;29.21
161.5;161.8;33.35;30.36;30.51;29.22;29.12
161.65;161.95;33.35;30.36;30.51;29.22;29.12
161.8;162.1;33.35;30.36;30.51;29.22;29.12
161.95;162.25;33.26;30.36;30.51;29.22;29.12
162.1;162.4;33.35;30.36;30.51;29.22;29.12
162.25;162.55;33.35;30.36;30.51;29.22;29.12
162.4;162.7;33.35;30.36;30.51;29.22;29.12
162.55;162.85;33.35;30.45;30.6;29.22;29.12
162.7;163;33.35;30.36;30.51;29.22;29.12
162.85;163.15;33.35;30.36;30.51;29.31;29.21
163;163.3;33.35;30.45;30.6;29.31;29.21
163.15;163.45;33.45;30.45;30.6;29.31;29.21
163.3;163.6;33.35;30.45;30.6;29.31;29.21
163.45;163.75;33.35;30.45;30.6;29.22;29.12
163.6;163.9;33.35;30.45;30.6;29.31;29.21
163.75;164.05;33.45;30.45;30.6;29.22;29.12
163.9;164.2;33.45;30.45;30.6;29.31;29.21
164.05;164.35;33.45;30.45;30.6;29.31;29.21
164.2;164.5;33.45;30.45;30.6;29.4;29.3
164.35;164.65;33.45;30.45;30.6;29.31;29.21
164.5;164.8;33.35;30.45;30.6;29.31;29.21
164.65;164.95;33.45;30.45;30.6;29.31;29.21
164.8;165.1;33.45;30.45;30.6;29.31;29.21
164.95;165.25;33.45;30.45;30.6;29.31;29.21
165.1;165.4;33.45;30.45;30.6;29.31;29.21
165.25;165.55;33.45;30.54;30.69;29.31;29.21
165.4;165.7;33.55;30.45;30.6;29.31;29.21
165.55;165.85;33.45;30.45;30.6;29.4;29.3
165.7;166;33.55;30.54;30.69;29.4;29.3
165.85;166.15;33.45;30.54;30.69;29.31;29.21
166;166.3;33.55;30.54;30.69;29.31;29.21
166.15;166.45;33.55;30.54;30.69;29.4;29.3
166.3;166.6;33.55;30.54;30.69;29.4;29.3
166.45;166.75;33.55;30.54;30.69;29.4;29.3
166.6;166.9;33.55;30.54;30.69;29.4;29.3
166.75;167.05;33.55;30.54;30.69;29.4;29.3
166.9;167.2;33.55;30.54;30.69;29.4;29.3
167.05;167.35;33.55;30.54;30.69;29.4;29.3
167.2;167.5;33.55;30.54;30.69;29.4;29.3
167.35;167.65;33.55;30.54;30.69;29.4;29.3
167.5;167.8;33.55;30.54;30.69;29.4;29.3
167.65;167.95;33.55;30.54;30.69;29.4;29.3
167.8;168.1;33.55;30.54;30.69;29.4;29.3
167.95;168.25;33.55;30.54;30.69;29.4;29.3
168.1;168.4;33.55;30.54;30.69;29.4;29.3
168.25;168.55;33.55;30.54;30.69;29.4;29.3
168.4;168.7;33.55;30.54;30.69;29.49;29.39
168.55;168.85;33.55;30.54;30.69;29.49;29.39
168.7;169;33.64;30.54;30.69;29.49;29.39
168.85;169.15;33.55;30.54;30.69;29.49;29.39
169;169.3;33.55;30.64;30.79;29.4;29.3
169.15;169.45;33.55;30.64;30.79;29.49;29.39
169.3;169.6;33.64;30.54;30.69;29.49;29.39
169.45;169.75;33.55;30.54;30.69;29.49;29.39
169.6;169.9;33.55;30.64;30.79;29.49;29.39
169.75;170.05;33.55;30.64;30.79;29.4;29.3
169.9;170.2;33.64;30.64;30.79;29.4;29.3
170.05;170.35;33.55;30.54;30.69;29.49;29.39
170.2;170.5;33.55;30.54;30.69;29.49;29.39
170.35;170.65;33.55;30.64;30.79;29.4;29.3
170.5;170.8;33.64;30.64;30.79;29.49;29.39
170.65;170.95;33.64;30.54;30.69;29.49;29.39
170.8;171.1;33.55;30.64;30.79;29.49;29.39
170.95;171.25;33.55;30.64;30.79;29.49;29.39
171.1;171.4;33.64;30.64;30.79;29.49;29.39
171.25;171.55;33.64;30.64;30.79;29.49;29.39
171.4;171.7;33.64;30.64;30.79;29.59;29.49
171.55;171.85;33.55;30.64;30.79;29.49;29.39
171.7;172;33.64;30.64;30.79;29.49;29.39
171.85;172.15;33.64;30.64;30.79;29.49;29.39
172;172.3;33.64;30.64;30.79;29.49;29.39
172.14;172.44;33.64;30.64;30.79;29.49;29.39
172.3;172.6;33.64;30.64;30.79;29.49;29.39
172.44;172.74;33.64;30.64;30.79;29.49;29.39
172.6;172.9;33.64;30.64;30.79;29.49;29.39
172.74;173.04;33.64;30.73;30.88;29.49;29.39
172.9;173.2;33.55;30.64;30.79;29.49;29.39
173.04;173.34;33.64;30.64;30.79;29.59;29.49
173.2;173.5;33.64;30.64;30.79;29.59;29.49
173.34;173.64;33.64;30.73;30.88;29.49;29.39
173.49;173.79;33.74;30.73;30.88;29.49;29.39
173.64;173.94;33.64;30.73;30.88;29.49;29.39
173.79;174.09;33.64;30.73;30.88;29.49;29.39
173.94;174.24;33.64;30.73;30.88;29.49;29.39
174.09;174.39;33.64;30.73;30.88;29.49;29.39
174.24;174.54;33.74;30.73;30.88;29.49;29.39
174.39;174.69;33.74;30.73;30.88;29.49;29.39
174.54;174.84;33.74;30.73;30.88;29.59;29.49
174.69;174.99;33.74;30.73;30.88;29.59;29.49
174.84;175.14;33.74;30.73;30.88;29.59;29.49
174.99;175.29;33.74;30.73;30.88;29.59;29.49
175.14;175.44;33.74;30.73;30.88;29.59;29.49
175.29;175.59;33.74;30.73;30.88;29.59;29.49
175.44;175.74;33.64;30.73;30.88;29.59;29.49
175.59;175.89;33.74;30.73;30.88;29.59;29.49
175.74;176.04;33.74;30.73;30.88;29.59;29.49
175.89;176.19;33.74;30.73;30.88;29.59;29.49
176.04;176.34;33.74;30.73;30.88;29.59;29.49
176.19;176.49;33.74;30.73;30.88;29.59;29.49
176.34;176.64;33.84;30.73;30.88;29.59;29.49
176.49;176.79;33.74;30.73;30.88;29.59;29.49
176.64;176.94;33.74;30.82;30.97;29.59;29.49
176.79;177.09;33.74;30.73;30.88;29.59;29.49
176.94;177.24;33.74;30.73;30.88;29.59;29.49
177.09;177.39;33.84;30.73;30.88;29.59;29.49
177.24;177.54;33.74;30.73;30.88;29.59;29.49
177.39;177.69;33.74;30.73;30.88;29.59;29.49
177.54;177.84;33.84;30.82;30.97;29.68;29.58
177.69;177.99;33.74;30.73;30.88;29.59;29.49
177.84;178.14;33.74;30.82;30.97;29.68;29.58
177.99;178.29;33.84;30.82;30.97;29.68;29.58
178.14;178.44;33.84;30.82;30.97;29.68;29.58
178.29;178.59;33.84;30.82;30.97;29.68;29.58
178.44;178.74;33.84;30.82;30.97;29.68;29.58
178.59;178.89;33.84;30.82;30.97;29.68;29.58
178.74;179.04;33.84;30.82;30.97;29.68;29.58
178.89;179.19;33.84;30.82;30.97;29.68;29.58
179.04;179.34;33.84;30.82;30.97;29.68;29.58
179.19;179.49;33.84;30.82;30.97;29.68;29.58
179.34;179.64;33.84;30.82;30.97;29.68;29.58
179.49;179.79;33.84;30.82;30.97;29.68;29.58
179.64;179.94;33.84;30.82;30.97;29.77;29.67
179.79;180.09;33.84;30.82;30.97;29.68;29.58
179.94;180.24;33.84;30.82;30.97;29.68;29.58
180.09;180.39;33.93;30.92;31.07;29.68;29.58
180.24;180.54;33.84;30.82;30.97;29.68;29.58
180.39;180.69;33.93;30.82;30.97;29.68;29.58
180.54;180.84;33.84;30.82;30.97;29.68;29.58
180.69;180.99;33.93;30.82;30.97;29.68;29.58
180.84;181.14;33.93;30.82;30.97;29.77;29.67
180.99;181.29;33.93;30.92;31.07;29.77;29.67
181.14;181.44;33.93;30.92;31.07;29.77;29.67
181.29;181.59;33.93;30.82;30.97;29.77;29.67
181.44;181.74;33.93;30.92;31.07;29.77;29.67
181.59;181.89;33.93;30.92;31.07;29.77;29.67
181.74;182.04;33.93;30.92;31.07;29.77;29.67
181.89;182.19;33.93;30.92;31.07;29.77;29.67
182.04;182.34;34.03;30.92;31.07;29.68;29.58
182.19;182.49;34.03;30.92;31.07;29.68;29.58
182.34;182.64;33.93;30.92;31.07;29.68;29.58
182.49;182.79;33.93;30.92;31.07;29.86;29.76
182.64;182.94;34.03;30.92;31.07;29.77;29.67
182.79;183.09;33.93;30.92;31.07;29.77;29.67
182.94;183.24;33.93;30.92;31.07;29.68;29.58
183.09;183.39;33.93;30.92;31.07;29.77;29.67
183.24;183.54;34.03;30.92;31.07;29.77;29.67
183.39;183.69;34.03;30.92;31.07;29.77;29.67
183.54;183.84;34.03;30.92;31.07;29.77;29.67
183.69;183.99;34.03;30.92;31.07;29.77;29.67
183.84;184.14;34.03;30.92;31.07;29.68;29.58
183.99;184.29;34.03;30.92;31.07;29.86;29.76
184.14;184.44;34.03;30.92;31.07;29.77;29.67
184.29;184.59;34.03;30.92;31.07;29.77;29.67
184.44;184.74;34.03;31.01;31.16;29.77;29.67
184.59;184.89;34.03;30.92;31.07;29.77;29.67
184.74;185.04;34.03;30.92;31.07;29.86;29.76
184.89;185.19;34.03;31.01;31.16;29.77;29.67
185.04;185.34;34.03;31.01;31.16;29.77;29.67
185.19;185.49;34.03;31.01;31.16;29.77;29.67
185.34;185.64;34.03;30.92;31.07;29.77;29.67
185.49;185.79;34.03;30.92;31.07;29.86;29.76
185.64;185.94;34.03;31.01;31.16;29.77;29.67
185.79;186.09;34.03;31.01;31.16;29.77;29.67
185.94;186.24;34.03;31.01;31.16;29.77;29.67
186.09;186.39;34.03;31.01;31.16;29.86;29.76
186.24;186.54;34.03;31.01;31.16;29.77;29.67
186.39;186.69;34.03;31.01;31.16;29.77;29.67
186.54;186.84;34.03;31.01;31.16;29.77;29.67
186.69;186.99;34.03;31.01;31.16;29.86;29.76
186.84;187.14;34.03;31.01;31.16;29.77;29.67
186.99;187.29;34.03;31.01;31.16;29.77;29.67
187.14;187.44;34.13;31.01;31.16;29.77;29.67
187.29;187.59;34.03;31.01;31.16;29.86;29.76
187.44;187.74;34.13;31.01;31.16;29.86;29.76
187.59;187.89;34.03;31.01;31.16;29.86;29.76
187.74;188.04;34.13;31.01;31.16;29.77;29.67
187.89;188.19;34.13;31.01;31.16;29.86;29.76
188.04;188.34;34.13;31.01;31.16;29.86;29.76
188.19;188.49;34.03;31.01;31.16;29.86;29.76
188.34;188.64;34.13;31.11;31.26;29.86;29.76
188.49;188.79;34.13;31.01;31.16;29.86;29.76
188.64;188.94;34.13;31.01;31.16;29.86;29.76
188.79;189.09;34.13;31.01;31.16;29.86;29.76
188.94;189.24;34.13;31.01;31.16;29.86;29.76
189.09;189.39;34.13;31.11;31.26;29.86;29.76
189.24;189.54;34.13;31.01;31.16;29.86;29.76
189.39;189.69;34.13;31.11;31.26;29.86;29.76
189.54;189.84;34.13;31.01;31.16;29.86;29.76
189.69;189.99;34.13;31.11;31.26;29.86;29.76
189.84;190.14;34.13;31.11;31.26;29.86;29.76
189.99;190.29;34.13;31.11;31.26;29.86;29.76
190.14;190.44;34.13;31.11;31.26;29.96;29.86
190.29;190.59;34.23;31.11;31.26;29.86;29.76
190.44;190.74;34.23;31.11;31.26;29.86;29.76
190.59;190.89;34.13;31.11;31.26;29.86;29.76
190.74;191.04;34.13;31.11;31.26;29.86;29.76
190.89;191.19;34.13;31.11;31.26;29.96;29.86
191.04;191.34;34.13;31.11;31.26;29.86;29.76
191.19;191.49;34.23;31.11;31.26;29.96;29.86
191.34;191.64;34.23;31.11;31.26;29.86;29.76
191.49;191.79;34.13;31.11;31.26;29.96;29.86
191.64;191.94;34.23;31.11;31.26;29.96;29.86
191.79;192.09;34.23;31.11;31.26;29.96;29.86
191.94;192.24;34.23;31.11;31.26;29.96;29.86
192.09;192.39;34.23;31.11;31.26;29.96;29.86
192.24;192.54;34.23;31.11;31.26;29.96;29.86
192.39;192.69;34.23;31.11;31.26;29.96;29.86
192.54;192.84;34.23;31.11;31.26;29.96;29.86
192.69;192.99;34.23;31.2;31.35;29.96;29.86
192.84;193.14;34.23;31.2;31.35;29.96;29.86
192.99;193.29;34.23;31.11;31.26;29.96;29.86
193.14;193.44;34.23;31.11;31.26;29.96;29.86
193.29;193.59;34.23;31.2;31.35;29.96;29.86
193.44;193.74;34.23;31.11;31.26;29.96;29.86
193.59;193.89;34.23;31.2;31.35;30.05;29.95
193.74;194.04;34.23;31.2;31.35;29.96;29.86
193.89;194.19;34.23;31.2;31.35;29.96;29.86
194.04;194.34;34.23;31.2;31.35;29.96;29.86
194.19;194.49;34.23;31.2;31.35;29.96;29.86
194.34;194.64;34.23;31.2;31.35;29.96;29.86
194.49;194.79;34.23;31.2;31.35;30.05;29.95
194.64;194.94;34.23;31.2;31.35;29.96;29.86
194.79;195.09;34.23;31.2;31.35;29.96;29.86
194.94;195.24;34.23;31.2;31.35;30.05;29.95
195.09;195.39;34.23;31.2;31.35;30.05;29.95
195.24;195.54;34.23;31.2;31.35;30.05;29.95
195.39;195.69;34.23;31.2;31.35;30.05;29.95
195.54;195.84;34.23;31.2;31.35;30.05;29.95
195.69;195.99;34.23;31.2;31.35;30.05;29.95
195.84;196.14;34.23;31.2;31.35;30.05;29.95
195.99;196.29;34.23;31.2;31.35;30.05;29.95
196.14;196.44;34.23;31.2;31.35;30.05;29.95
196.29;196.59;34.23;31.2;31.35;30.05;29.95
196.44;196.74;34.23;31.29;31.44;30.05;29.95
196.59;196.89;34.23;31.2;31.35;30.05;29.95
196.74;197.04;34.33;31.29;31.44;30.05;29.95
196.89;197.19;34.33;31.2;31.35;30.05;29.95
197.04;197.34;34.23;31.2;31.35;30.05;29.95
197.19;197.49;34.23;31.29;31.44;30.05;29.95
197.34;197.64;34.23;31.2;31.35;30.05;29.95
197.49;197.79;34.33;31.29;31.44;30.05;29.95
197.64;197.94;34.23;31.29;31.44;30.05;29.95
197.79;198.09;34.33;31.29;31.44;30.05;29.95
197.94;198.24;34.23;31.29;31.44;30.05;29.95
198.09;198.39;34.33;31.29;31.44;30.14;30.04
198.24;198.54;34.33;31.29;31.44;30.05;29.95
198.39;198.69;34.33;31.29;31.44;30.05;29.95
198.54;198.84;34.33;31.29;31.44;30.05;29.95
198.69;198.99;34.33;31.29;31.44;30.05;29.95
198.84;199.14;34.33;31.29;31.44;30.05;29.95
198.99;199.29;34.33;31.29;31.44;30.05;29.95
199.14;199.44;34.33;31.29;31.44;30.05;29.95
199.29;199.59;34.33;31.29;31.44;30.05;29.95
199.44;199.74;34.33;31.29;31.44;30.14;30.04
199.59;199.89;34.33;31.29;31.44;30.05;29.95
199.74;200.04;34.33;31.29;31.44;30.05;29.95
199.89;200.19;34.33;31.29;31.44;30.05;29.95
200.04;200.34;34.33;31.29;31.44;30.05;29.95
200.19;200.49;34.33;31.29;31.44;30.05;29.95
200.34;200.64;34.33;31.39;31.54;30.05;29.95
200.49;200.79;34.33;31.29;31.44;30.05;29.95
200.64;200.94;34.42;31.29;31.44;30.14;30.04
200.79;201.09;34.33;31.29;31.44;30.14;30.04
200.94;201.24;34.42;31.39;31.54;30.05;29.95
201.08;201.38;34.33;31.39;31.54;30.14;30.04
201.24;201.54;34.42;31.39;31.54;30.05;29.95
201.39;201.69;34.42;31.29;31.44;30.14;30.04
201.54;201.84;34.42;31.39;31.54;30.14;30.04
201.69;201.99;34.33;31.39;31.54;30.14;30.04
201.83;202.13;34.42;31.39;31.54;30.14;30.04
201.99;202.29;34.42;31.29;31.44;30.14;30.04
202.14;202.44;34.42;31.39;31.54;30.14;30.04
202.29;202.59;34.42;31.39;31.54;30.05;29.95
202.44;202.74;34.42;31.39;31.54;30.14;30.04
202.58;202.88;34.42;31.39;31.54;30.14;30.04
202.74;203.04;34.42;31.39;31.54;30.14;30.04
202.89;203.19;34.42;31.39;31.54;30.14;30.04
203.04;203.34;34.33;31.39;31.54;30.14;30.04
203.19;203.49;34.42;31.39;31.54;30.14;30.04
203.33;203.63;34.42;31.39;31.54;30.14;30.04
203.49;203.79;34.33;31.39;31.54;30.14;30.04
203.63;203.93;34.33;31.39;31.54;30.14;30.04
203.79;204.09;34.42;31.39;31.54;30.14;30.04
203.93;204.23;34.42;31.39;31.54;30.14;30.04
204.08;204.38;34.33;31.39;31.54;30.14;30.04
204.23;204.53;34.33;31.39;31.54;30.14;30.04
204.39;204.69;34.42;31.39;31.54;30.14;30.04
204.53;204.83;34.42;31.39;31.54;30.23;30.13
204.68;204.98;34.42;31.39;31.54;30.23;30.13
204.83;205.13;34.42;31.39;31.54;30.14;30.04
204.98;205.28;34.42;31.39;31.54;30.14;30.04
205.13;205.43;34.42;31.39;31.54;30.23;30.13
205.28;205.58;34.42;31.39;31.54;30.23;30.13
205.43;205.73;34.42;31.39;31.54;30.23;30.13
205.58;205.88;34.42;31.39;31.54;30.14;30.04
205.73;206.03;34.42;31.39;31.54;30.23;30.13
205.88;206.18;34.42;31.39;31.54;30.23;30.13
206.03;206.33;34.42;31.39;31.54;30.14;30.04
206.18;206.48;34.42;31.39;31.54;30.14;30.04
206.33;206.63;34.42;31.48;31.63;30.23;30.13
206.48;206.78;34.42;31.39;31.54;30.23;30.13
206.63;206.93;34.42;31.39;31.54;30.23;30.13
206.78;207.08;34.42;31.48;31.63;30.23;30.13
206.93;207.23;34.42;31.48;31.63;30.23;30.13
207.08;207.38;34.42;31.48;31.63;30.23;30.13
207.23;207.53;34.42;31.39;31.54;30.23;30.13
207.38;207.68;34.42;31.48;31.63;30.23;30.13
207.53;207.83;34.42;31.48;31.63;30.14;30.04
207.68;207.98;34.42;31.48;31.63;30.23;30.13
207.83;208.13;34.42;31.48;31.63;30.23;30.13
207.98;208.28;34.42;31.48;31.63;30.23;30.13
208.13;208.43;34.42;31.48;31.63;30.23;30.13
208.28;208.58;34.52;31.48;31.63;30.23;30.13
208.43;208.73;34.52;31.48;31.63;30.23;30.13
208.58;208.88;34.42;31.48;31.63;30.23;30.13
208.73;209.03;34.42;31.48;31.63;30.23;30.13
208.88;209.18;34.42;31.48;31.63;30.23;30.13
209.03;209.33;34.52;31.48;31.63;30.23;30.13
209.18;209.48;34.42;31.48;31.63;30.23;30.13
209.33;209.63;34.42;31.48;31.63;30.23;30.13
209.48;209.78;34.52;31.48;31.63;30.23;30.13
209.63;209.93;34.52;31.48;31.63;30.23;30.13
209.78;210.08;34.42;31.48;31.63;30.23;30.13
209.93;210.23;34.42;31.48;31.63;30.33;30.23
210.08;210.38;34.52;31.48;31.63;30.23;30.13
210.23;210.53;34.52;31.48;31.63;30.23;30.13
210.38;210.68;34.52;31.48;31.63;30.23;30.13
210.53;210.83;34.52;31.48;31.63;30.23;30.13
210.68;210.98;34.42;31.58;31.73;30.23;30.13
210.83;211.13;34.52;31.58;31.73;30.23;30.13
210.98;211.28;34.52;31.48;31.63;30.23;30.13
211.13;211.43;34.52;31.48;31.63;30.23;30.13
211.28;211.58;34.52;31.58;31.73;30.33;30.23
211.43;211.73;34.52;31.58;31.73;30.23;30.13
211.58;211.88;34.52;31.58;31.73;30.23;30.13
211.73;212.03;34.52;31.58;31.73;30.23;30.13
211.88;212.18;34.52;31.58;31.73;30.23;30.13
212.03;212.33;34.52;31.58;31.73;30.33;30.23
212.18;212.48;34.52;31.58;31.73;30.33;30.23
212.33;212.63;34.52;31.58;31.73;30.33;30.23
212.48;212.78;34.52;31.58;31.73;30.23;30.13
212.63;212.93;34.52;31.58;31.73;30.23;30.13
212.78;213.08;34.52;31.58;31.73;30.23;30.13
212.93;213.23;34.52;31.58;31.73;30.33;30.23
213.08;213.38;34.62;31.58;31.73;30.23;30.13
213.23;213.53;34.52;31.58;31.73;30.33;30.23
213.38;213.68;34.62;31.58;31.73;30.33;30.23
213.53;213.83;34.62;31.58;31.73;30.33;30.23
213.68;213.98;34.52;31.58;31.73;30.33;30.23
213.83;214.13;34.52;31.58;31.73;30.33;30.23
213.98;214.28;34.62;31.58;31.73;30.33;30.23
214.13;214.43;34.62;31.58;31.73;30.33;30.23
214.28;214.58;34.62;31.58;31.73;30.33;30.23
214.43;214.73;34.52;31.58;31.73;30.33;30.23
214.58;214.88;34.52;31.58;31.73;30.42;30.32
214.73;215.03;34.52;31.58;31.73;30.33;30.23
214.88;215.18;34.52;31.58;31.73;30.42;30.32
215.03;215.33;34.52;31.58;31.73;30.33;30.23
215.18;215.48;34.52;31.67;31.82;30.33;30.23
215.33;215.63;34.52;31.58;31.73;30.42;30.32
215.48;215.78;34.52;31.58;31.73;30.33;30.23
215.63;215.93;34.52;31.67;31.82;30.42;30.32
215.78;216.08;34.52;31.67;31.82;30.33;30.23
215.93;216.23;34.52;31.58;31.73;30.42;30.32
216.08;216.38;34.62;31.67;31.82;30.42;30.32
216.23;216.53;34.52;31.67;31.82;30.42;30.32
216.38;216.68;34.52;31.67;31.82;30.42;30.32
216.53;216.83;34.52;31.67;31.82;30.42;30.32
216.68;216.98;34.52;31.58;31.73;30.42;30.32
216.83;217.13;34.52;31.58;31.73;30.42;30.32
216.98;217.28;34.52;31.58;31.73;30.42;30.32
217.13;217.43;34.52;31.58;31.73;30.42;30.32
217.28;217.58;34.52;31.67;31.82;30.42;30.32
217.43;217.73;34.52;31.67;31.82;30.42;30.32
217.58;217.88;34.52;31.58;31.73;30.42;30.32
217.73;218.03;34.52;31.67;31.82;30.42;30.32
217.88;218.18;34.52;31.67;31.82;30.42;30.32
218.03;218.33;34.52;31.67;31.82;30.42;30.32
218.18;218.48;34.52;31.67;31.82;30.42;30.32
218.33;218.63;34.52;31.67;31.82;30.42;30.32
218.48;218.78;34.52;31.67;31.82;30.42;30.32
218.63;218.93;34.52;31.58;31.73;30.42;30.32
218.78;219.08;34.52;31.67;31.82;30.42;30.32
218.93;219.23;34.52;31.67;31.82;30.42;30.32
219.08;219.38;34.52;31.67;31.82;30.42;30.32
219.23;219.53;34.52;31.67;31.82;30.51;30.41
219.38;219.68;34.52;31.67;31.82;30.51;30.41
219.53;219.83;34.52;31.67;31.82;30.51;30.41
219.68;219.98;34.52;31.67;31.82;30.51;30.41
219.83;220.13;34.52;31.67;31.82;30.51;30.41
219.98;220.28;34.52;31.67;31.82;30.51;30.41
220.13;220.43;34.52;31.67;31.82;30.51;30.41
220.28;220.58;34.52;31.67;31.82;30.51;30.41
220.43;220.73;34.52;31.67;31.82;30.42;30.32
220.58;220.88;34.52;31.67;31.82;30.51;30.41
220.73;221.03;34.52;31.67;31.82;30.51;30.41
220.88;221.18;34.42;31.67;31.82;30.51;30.41
221.03;221.33;34.52;31.67;31.82;30.51;30.41
221.18;221.48;34.52;31.58;31.73;30.51;30.41
221.33;221.63;34.52;31.67;31.82;30.51;30.41
221.48;221.78;34.52;31.67;31.82;30.51;30.41
221.63;221.93;34.52;31.67;31.82;30.51;30.41
221.78;222.08;34.52;31.67;31.82;30.61;30.51
221.93;222.23;34.52;31.58;31.73;30.51;30.41
222.08;222.38;34.52;31.67;31.82;30.61;30.51
222.23;222.53;34.52;31.67;31.82;30.51;30.41
222.38;222.68;34.52;31.67;31.82;30.51;30.41
222.53;222.83;34.52;31.67;31.82;30.51;30.41
222.68;222.98;34.52;31.67;31.82;30.51;30.41
222.83;223.13;34.52;31.67;31.82;30.51;30.41
222.98;223.28;34.52;31.67;31.82;30.61;30.51
223.13;223.43;34.62;31.67;31.82;30.61;30.51
223.28;223.58;34.52;31.67;31.82;30.61;30.51
223.43;223.73;34.52;31.67;31.82;30.51;30.41
223.58;223.88;34.52;31.67;31.82;30.61;30.51
223.73;224.03;34.52;31.67;31.82;30.61;30.51
223.88;224.18;34.52;31.67;31.82;30.61;30.51
224.03;224.33;34.52;31.67;31.82;30.61;30.51
224.18;224.48;34.52;31.67;31.82;30.61;30.51
224.33;224.63;34.52;31.67;31.82;30.61;30.51
224.48;224.78;34.52;31.67;31.82;30.7;30.6
224.63;224.93;34.52;31.67;31.82;30.61;30.51
224.78;225.08;34.52;31.67;31.82;30.61;30.51
224.93;225.23;34.62;31.67;31.82;30.61;30.51
225.08;225.38;34.62;31.67;31.82;30.61;30.51
225.23;225.53;34.62;31.67;31.82;30.61;30.51
225.38;225.68;34.52;31.67;31.82;30.61;30.51
225.53;225.83;34.62;31.67;31.82;30.61;30.51
225.68;225.98;34.62;31.67;31.82;30.61;30.51
225.83;226.13;34.62;31.67;31.82;30.61;30.51
225.98;226.28;34.52;31.67;31.82;30.7;30.6
226.13;226.43;34.62;31.67;31.82;30.61;30.51
226.28;226.58;34.62;31.67;31.82;30.7;30.6
226.43;226.73;34.62;31.67;31.82;30.61;30.51
226.58;226.88;34.62;31.67;31.82;30.61;30.51
226.73;227.03;34.62;31.77;31.92;30.7;30.6
226.88;227.18;34.62;31.67;31.82;30.61;30.51
227.03;227.33;34.62;31.67;31.82;30.7;30.6
227.18;227.48;34.62;31.67;31.82;30.7;30.6
227.33;227.63;34.62;31.77;31.92;30.7;30.6
227.48;227.78;34.62;31.77;31.92;30.61;30.51
227.63;227.93;34.62;31.77;31.92;30.7;30.6
227.78;228.08;34.72;31.77;31.92;30.7;30.6
227.93;228.23;34.62;31.77;31.92;30.7;30.6
228.08;228.38;34.62;31.77;31.92;30.7;30.6
228.23;228.53;34.72;31.77;31.92;30.7;30.6
228.38;228.68;34.72;31.77;31.92;30.7;30.6
228.53;228.83;34.72;31.77;31.92;30.7;30.6
228.68;228.98;34.72;31.77;31.92;30.7;30.6
228.83;229.13;34.72;31.77;31.92;30.7;30.6
228.98;229.28;34.72;31.77;31.92;30.7;30.6
229.13;229.43;34.72;31.77;31.92;30.7;30.6
229.28;229.58;34.72;31.77;31.92;30.7;30.6
229.43;229.73;34.72;31.77;31.92;30.7;30.6
229.58;229.88;34.72;31.77;31.92;30.7;30.6
229.73;230.03;34.72;31.77;31.92;30.7;30.6
229.88;230.18;34.72;31.77;31.92;30.7;30.6
230.03;230.33;34.82;31.77;31.92;30.7;30.6
230.18;230.48;34.82;31.77;31.92;30.79;30.69
230.33;230.63;34.82;31.77;31.92;30.79;30.69
230.48;230.78;34.72;31.77;31.92;30.7;30.6
230.63;230.93;34.72;31.77;31.92;30.7;30.6
230.78;231.08;34.82;31.77;31.92;30.79;30.69
230.93;231.23;34.82;31.77;31.92;30.79;30.69
231.08;231.38;34.82;31.86;32.01;30.7;30.6
231.23;231.53;34.72;31.77;31.92;30.79;30.69
231.38;231.68;34.82;31.77;31.92;30.79;30.69
